Name	Born	Died	Age	Gender	Class.Dept	Class	Ticket	Fare	Cabin	Joined	Occupation	Survived	Boat	Body	Nationality	Pounds	Shillings	Pence	Price.Paid	Paidpp
SERREPLAà, Miss Augusta Jeanne	1881	1928	30	Female	1st Class Passenger Servant	1st	113798	£31.00		Southampton	Personal Maid	SAVED	4		French	31			31	15.5
SEWARD, Mr Frederic Kimber	1878	1943	34	Male	1st Class Passenger	1st	113794	£26             11s		Southampton	Lawyer	SAVED	7		American	26	11		26.55	26.55
SHANNON, Mr Andrew John	1876	1912	35	Male	3rd Class Passenger	3rd	370160	£7             5s		Southampton	Seaman	LOST			Irish	7	5		7.25	1.2083333333
SHARP, Mr Percival	1882	1912	29	Male	2nd Class Passenger	2nd	244358	£26.00		Southampton		LOST			English	26			26	13
SHAUGHNESSY, Mr Patrick	1886	1912	25	Male	3rd Class Passenger	3rd	370374	£7             15s		Queenstown	Farm Labourer	LOST			Irish	7	15		7.75	7.75
SHELLARD, Mr Frederick Blainey	1857	1912	55	Male	3rd Class Passenger	3rd	6212	£15             2s		Southampton	Painter & Decorator	LOST			English	15	2		15.1	7.55
SHELLEY, Mrs Imanita Parrish	1887	1954	24	Female	2nd Class Passenger	2nd	230433	£26.00		Southampton		SAVED	12		American	26			26	13
SHIHāB, Mr Al-Amīr Fāris	1886	1912	26	Male	3rd Class Passenger	3rd	2631	£7             4s             6d		Cherbourg	General Labourer	LOST			Syrian	7	4	6	7.23	7.23
SHINE, Miss Ellen	1891	1993	20	Female	3rd Class Passenger	3rd	330968	£7             16s             7d		Queenstown		SAVED			Irish	7	16	7	7.83	7.83
SHORNEY, Mr Charles Joseph	1889	1912	22	Male	3rd Class Passenger	3rd	374910	£8             1s		Southampton	Valet	LOST				8	1		8.05	8.05
SHUTES, Miss Elizabeth Weed	1871	1949	40	Female	1st Class Passenger Servant	1st	17582	£153             9s             3d	C125	Southampton	Governess	SAVED	3		American	153	9	3	153.46	51.153333333
SILVéN, Miss Lyyli Karoliina	1894	1974	17	Female	2nd Class Passenger	2nd	250652	£13.00		Southampton		SAVED	12		Finnish	13			13	13
SILVERTHORNE, Mr Spencer Victor	1876	1964	35	Male	1st Class Passenger	1st	17475	£26             5s             9d	E24	Southampton		SAVED	5		Canadian	26	5	9	26.29	13.145
SILVEY, Mr William Baird	1861	1912	51	Male	1st Class Passenger	1st	13507	£55             18s	E44	Cherbourg	Businessman	LOST			American	55	18		55.9	27.95
SILVEY, Mrs Alice Gray	1872	1958	39	Female	1st Class Passenger	1st	13507	£55             18s	E44	Cherbourg		SAVED	11		American	55	18		55.9	27.95
SIMMONS, Mr John	1872	1912	40	Male	3rd Class Passenger	3rd	392082	£8             1s		Southampton	General Labourer	LOST			English	8	1		8.05	8.05
SIMONIUS-BLUMER, Mr Colonel (Oberst) Alfons	1855	1920	56	Male	1st Class Passenger	1st	13213	£35             10s	A26	Southampton	Banker	SAVED	3		Swiss	35	10		35.5	35.5
SINCOCK, Miss Maude	1891	1984	20	Female	2nd Class Passenger	2nd	33112	£36             15s		Southampton		SAVED	11			36	15		36.75	9.1875
SINKKONEN, Miss Anna	1882	1963	30	Female	2nd Class Passenger	2nd	250648	£13.00		Southampton		SAVED	10		Finnish	13			13	13
SIRAYANIAN, Mr Orsen	1890	1912	22	Male	3rd Class Passenger	3rd	2669	£7             4s             7d		Cherbourg	Farmer	LOST				7	4	7	7.23	7.23
SIROTA, Mr Morris	1892	1912	19	Male	3rd Class Passenger	3rd	392092	£8             1s		Southampton	Tailor	LOST				8	1		8.05	8.05
SIVIC, Mr Husein	1872	1912	40	Male	3rd Class Passenger	3rd	349251	£7             17s             11d		Southampton	General Labourer	LOST				7	17	11	7.9	7.9
SIVOLA, Mr Antti Wilhelm	1891	1912	21	Male	3rd Class Passenger	3rd	3101280	£7             18s             6d		Southampton	General Labourer	LOST				7	18	6	7.93	7.93
SJöBLOM, Miss Anna Sofia	1894	1975	18	Female	3rd Class Passenger	3rd	3101265	£6             9s             11d	D-O134	Southampton		SAVED	16		Finnish	6	9	11	6.5	6.5
SJöSTEDT, Mr Ernst Adolf	1852	1912	59	Male	2nd Class Passenger	2nd	237442	£13             10s		Southampton		LOST			Swedish	13	10		13.5	13.5
SKOOG, Master Harald	1906	1912	5	Male	3rd Class Passenger	3rd	347088	£27             18s		Southampton		LOST			American	27	18		27.9	4.65
SKOOG, Master Karl Thorsten	1900	1912	11	Male	3rd Class Passenger	3rd	347088	£27             18s		Southampton		LOST			American	27	18		27.9	4.65
SKOOG, Miss Mabel	1902	1912	9	Female	3rd Class Passenger	3rd	347088	£27             18s		Southampton		LOST			American	27	18		27.9	4.65
SKOOG, Miss Margit Elizabeth	1910	1912	2	Female	3rd Class Passenger	3rd	347088	£27             18s		Southampton		LOST			American	27	18		27.9	4.65
SKOOG, Mr Wilhelm Johansson	1872	1912	40	Male	3rd Class Passenger	3rd	347088	£27             18s		Southampton	General Labourer	LOST			Swedish	27	18		27.9	4.65
SKOOG, Mrs Anna Bernhardina	1868	1912	43	Female	3rd Class Passenger	3rd	347088	£27             18s		Southampton		LOST				27	18		27.9	4.65
SLABENOFF, Mr Petco	1870	1912	42	Male	3rd Class Passenger	3rd	349214	£7             17s             11d		Southampton	General Labourer	LOST				7	17	11	7.9	7.9
SLAYTER, Miss Hilda Mary	1882	1965	30	Female	2nd Class Passenger	2nd	234818	£12             7s		Queenstown		SAVED	13			12	7		12.35	12.35
SLEMEN, Mr Richard James	1876	1912	35	Male	2nd Class Passenger	2nd	28206	£10             10s		Southampton	Journeyman carpenter	LOST			English	10	10		10.5	10.5
SLOCOVSKI, Mr Selman Francis	1892	1912	20	Male	3rd Class Passenger	3rd	392086	£8             1s		Southampton	Merchant	LOST				8	1		8.05	8.05
SLOPER, Mr William Thompson	1883	1955	28	Male	1st Class Passenger	1st	113788	£35             10s		Southampton	Stockbroker	SAVED	7		American	35	10		35.5	35.5
SMART, Mr John Montgomery	1856	1912	56	Male	1st Class Passenger	1st	113792	£26             11s		Southampton		LOST				26	11		26.55	26.55
SMILJANIć, Mr Mile	1875	1912	37	Male	3rd Class Passenger	3rd	315037	£8             13s             3d		Southampton	Farm Labourer	LOST				8	13	3	8.66	8.66
SMITH, Miss Marion	1863	1940	49	Female	2nd Class Passenger	2nd	31418	£13.00		Southampton		SAVED				13			13	13
SMITH, Mr James Clinch	1856	1912	56	Male	1st Class Passenger	1st	17764	£30             13s             11d	A7	Cherbourg	Military	LOST			American	30	13	11	30.7	30.7
SMITH, Mr Lucian Philip	1887	1912	24	Male	1st Class Passenger	1st	13695	£60.00	C31	Cherbourg		LOST			American	60			60	30
SMITH, Mr Richard William	1854	1912	57	Male	1st Class Passenger	1st	113056	£26.00	A19	Southampton		LOST			English	26			26	26
SMITH, Mrs Mary Eloise	1893	1940	18	Female	1st Class Passenger	1st	13695	£60.00	C31	Cherbourg		SAVED	6		American	60			60	30
SMYTH, Miss Julia	1893	1977	18	Female	3rd Class Passenger	3rd	335432	£7             14s             8d		Queenstown		SAVED	13		Irish	7	14	8	7.73	7.73
SMYTH, Mr Thomas	1886	1912	26	Male	3rd Class Passenger	3rd	384461	£7             15s		Queenstown		LOST			Irish	7	15		7.75	7.75
SNYDER, Mr John Pillsbury	1888	1959	24	Male	1st Class Passenger	1st	21228	£82             5s             4d	B45	Southampton		SAVED	7		American	82	5	4	82.27	41.135
SNYDER, Mrs Nelle	1889	1983	23	Female	1st Class Passenger	1st	21228	£82             5s             4d	B45	Southampton		SAVED	7		American	82	5	4	82.27	41.135
SOBEY, Mr Samuel James Hayden	1886	1912	25	Male	2nd Class Passenger	2nd	29178	£13.00		Southampton	Quarryman	LOST			English	13			13	13
SøHOLT, Mr Peter Andreas Lauritz Andersen	1892	1912	19	Male	3rd Class Passenger	3rd	348124	£7             13s	[F] G73	Southampton	Carpenter / Joiner	LOST			Norwegian	7	13		7.65	7.65
SOMERTON, Mr Francis William	1881	1912	30	Male	3rd Class Passenger	3rd	18509	£8             1s		Southampton		LOST			English	8	1		8.05	8.05
SPECTOR, Mr Woolf	1889	1912	23	Male	3rd Class Passenger	3rd	3236	£8             1s		Southampton	Cabinet Maker	LOST			Polish	8	1		8.05	8.05
SPEDDEN, Master Robert Douglas	1905	1915	6	Male	1st Class Passenger	1st	16966	£134             10s	E40	Cherbourg		SAVED	3			134	10		134.5	26.9
SPEDDEN, Mr Frederic Oakley	1867	1947	45	Male	1st Class Passenger	1st	16966	£134             10s	E34	Cherbourg		SAVED	3			134	10		134.5	26.9
SPEDDEN, Mrs Margaretta Corning	1872	1950	39	Female	1st Class Passenger	1st	16966	£134             10s	E34	Cherbourg		SAVED	3			134	10		134.5	26.9
SPENCER, Mr William Augustus	1855	1912	57	Male	1st Class Passenger	1st	17569	£146             10s             5d	B78	Cherbourg		LOST				146	10	5	146.52	48.84
SPENCER, Mrs Marie Eugenie	1864	1913	48	Female	1st Class Passenger	1st	17569	£146             10s             5d	B78	Cherbourg		SAVED	6			146	10	5	146.52	48.84
SPINNER, Mr Henry John	1880	1912	31	Male	3rd Class Passenger	3rd	369943	£8             1s		Southampton	Glove Cutter	LOST			English	8	1		8.05	8.05
STäHELIN-MAEGLIN, Dr Max	1880	1968	32	Male	1st Class Passenger	1st	13214	£30             10s	B50	Southampton	Lawyer	SAVED	3		Swiss	30	10		30.5	30.5
STANEFF, Mr Ivan	1889	1912	23	Male	3rd Class Passenger	3rd	349208	£7             17s             11d		Southampton	General Labourer	LOST				7	17	11	7.9	7.9
STANKOVIć, Mr Ivan	1879	1912	33	Male	3rd Class Passenger	3rd	349239	£8             13s             9d		Cherbourg	General Labourer	LOST				8	13	9	8.69	8.69
STANLEY, Miss Amy Zillah Elsie	1888	1955	24	Female	3rd Class Passenger	3rd	2314	£7             11s		Southampton	Servant	SAVED	C		English	7	11		7.55	7.55
STANLEY, Mr Rowland Edwin	1890	1912	22	Male	3rd Class Passenger	3rd	45380	£8             1s		Southampton	Porter	LOST			English	8	1		8.05	8.05
STANTON, Mr Samuel Ward	1870	1912	42	Male	2nd Class Passenger	2nd	237734	£15                         11d		Cherbourg	Artist	LOST			American	15	0	11	15.1	15.1
STEAD, Mr William Thomas	1849	1912	62	Male	1st Class Passenger	1st	113514	£26             11s	C87 ?	Southampton	Journalist	LOST			English	26	11		26.55	26.55
STENGEL, Mr Charles Emil Henry	1857	1914	54	Male	1st Class Passenger	1st	11778	£55             8s             10d	C116	Cherbourg	Businessman	SAVED	1			55	8	10	55.44	27.72
STENGEL, Mrs Annie May	1868	1956	43	Female	1st Class Passenger	1st	11778	£55             8s             10d	C116	Cherbourg		SAVED	5		American	55	8	10	55.44	27.72
STEPHENSON, Mrs Martha	1860	1934	52	Female	1st Class Passenger	1st	36947	£78             5s             4d	D20	Cherbourg		SAVED	4		American	78	5	4	78.27	39.135
STEWART, Mr Albert Ankeny	1848	1912	64	Male	1st Class Passenger	1st	17605	£27             14s             5d		Cherbourg	Businessman	LOST				27	14	5	27.72	27.72
STOKES, Mr Philip Joseph	1887	1912	24	Male	2nd Class Passenger	2nd	13540	£10             10s		Southampton	Bricklayer	LOST		81	English	10	10		10.5	10.5
STONE, Mrs Martha Evelyn	1851	1924	61	Female	1st Class Passenger	1st	113572	£80.00	B28	Southampton		SAVED	6		American	80			80	40
STOREY, Mr Thomas	1853	1912	59	Male	3rd Class Passenger	3rd	370160	£7             5s		Southampton	Seaman	LOST		261	English	7	5		7.25	1.2083333333
STOYTCHEFF, Mr Ilia	1893	1912	19	Male	3rd Class Passenger	3rd	349205	£7             17s             11d		Southampton	General Labourer	LOST				7	17	11	7.9	7.9
STRANDBERG, Miss Ida Sofia	1889	1912	22	Female	3rd Class Passenger	3rd	7553	£9             16s             9d		Southampton		LOST			Finnish	9	16	9	9.84	9.84
STRANDéN, Mr Juho Niilosson	1881	1943	30	Male	3rd Class Passenger	3rd	3101288	£7             18s             6d		Southampton		SAVED	15			7	18	6	7.93	7.93
STRAUS, Mr Isidor	1845	1912	67	Male	1st Class Passenger	1st	17483	£221             15s             7d	C55	Southampton	Businessman	LOST		96		221	15	7	221.78	55.445
STRAUS, Mrs Rosalie Ida	1849	1912	63	Female	1st Class Passenger	1st	17483	£221             15s             7d	C55	Southampton		LOST			German	221	15	7	221.78	55.445
STRILIć, Mr Ivan	1885	1912	26	Male	3rd Class Passenger	3rd	315083	£8             13s             3d		Southampton	Farmer	LOST			Croatian	8	13	3	8.66	8.66
STRöM, Miss Telma Matilda	1909	1912	2	Female	3rd Class Passenger	3rd	347054	£10             9s             3d	G6	Southampton		LOST			American	10	9	3	10.46	5.23
STRöM, Mrs Elna Matilda	1882	1912	29	Female	3rd Class Passenger	3rd	347054	£10             9s             3d	G6	Southampton		LOST			Swedish	10	9	3	10.46	5.23
SUNDERLAND, Mr Victor Francis	1892	1973	20	Male	3rd Class Passenger	3rd	392089	£8             1s		Southampton	Farmer	SAVED	B		English	8	1		8.05	8.05
SUNDMAN, Mr Johan Julian	1867	1920	45	Male	3rd Class Passenger	3rd	3101269	£7             18s             6d		Southampton		SAVED	15		Finnish	7	18	6	7.93	7.93
SUTEHALL, Mr Henry	1886	1912	25	Male	3rd Class Passenger	3rd	392076	£7             1s		Southampton	Coach Trimmer	LOST			English	7	1		7.05	7.05
SUTTON, Mr Frederick	1850	1912	61	Male	1st Class Passenger	1st	36963	£32             6s             5d	D50	Southampton	Property Developer / Real Estate	LOST		46	English	32	6	5	32.32	32.32
SVENSSON, Mr Johan	1837	1912	74	Male	3rd Class Passenger	3rd	347060	£7             15s             6d		Southampton		LOST			Swedish	7	15	6	7.78	7.78
SVENSSON, Mr Johan Cervin	1898	1981	14	Male	3rd Class Passenger	3rd	7538	£9             4s             6d		Southampton		SAVED	13		Swedish	9	4	6	9.23	9.23
SVENSSON, Mr Olof	1887	1912	24	Male	3rd Class Passenger	3rd	350035	£7             15s             11d		Southampton	Farmer	LOST			Swedish	7	15	11	7.8	7.8
SWANE, Mr George	1892	1912	19	Male	2nd Class Passenger Servant	2nd	248734	£13.00	F?	Southampton	Chauffeur	LOST		294	English	13			13	13
SWEET, Mr George Frederick	1897	1912	14	Male	2nd Class Passenger	2nd	220845	£65.00		Southampton	Farm Labourer	LOST			English	65			65	13
SWIFT, Mrs Margaret Welles	1865	1948	46	Female	1st Class Passenger	1st	17466	£25             18s             7d	D17	Southampton		SAVED	8			25	18	7	25.93	25.93
ṬANNūS MU'AWWAD, Mr Ḥannā	1877	1912	34	Male	3rd Class Passenger	3rd	2681	£6             8s             9d		Cherbourg	Dealer	LOST			Syrian,American	6	8	9	6.44	6.44
TANNūS, Master As'ad	1911	1931	0.416666667	Male	3rd Class Passenger	3rd	2625	£8             10s             4d		Cherbourg		SAVED	16		Syrian	8	10	4	8.52	4.26
TANNūS, Mr Bashīr	1881	1912	30	Male	3rd Class Passenger	3rd	2621	£6             8s             9d		Cherbourg	Dealer	LOST			Syrian	6	8	9	6.44	6.44
ṬANNūS, Mr Ṭannūs Ḥannā Mu'awwad	1896	1912	16	Male	3rd Class Passenger	3rd	2684	£7             4s             6d		Cherbourg	Scholar	LOST			Syrian	7	4	6	7.23	7.23
TANNūS, Mrs Thamīn	1895	1974	16	Female	3rd Class Passenger	3rd	2625	£8             10s             4d		Cherbourg		SAVED	14		Syrian	8	10	4	8.52	4.26
TAUSSIG, Miss Ruth	1893	1925	18	Female	1st Class Passenger	1st	110413	£79             13s	E68	Southampton		SAVED	8		American	79	13		79.65	26.55
TAUSSIG, Mr Emil	1857	1912	54	Male	1st Class Passenger	1st	110413	£79             13s	E67	Southampton	Manufacturer	LOST			Austrian,American	79	13		79.65	26.55
TAUSSIG, Mrs Tillie	1872	1957	39	Female	1st Class Passenger	1st	110413	£79             13s	E67	Southampton		SAVED	8		American	79	13		79.65	26.55
TAYLOR, Mr Elmer Zebley	1864	1949	48	Male	1st Class Passenger	1st	19996	£52.00	C126	Southampton	Manufacturer	SAVED	5		American	52			52	26
TAYLOR, Mr Percy Cornelius	1872	1912	40	Male	2nd Class Passenger Musician	2nd	250654		E	Southampton	Musician	LOST			English					
TAYLOR, Mrs Juliet Cummins	1862	1927	49	Female	1st Class Passenger	1st	19996	£52.00	C126	Southampton		SAVED	5		American	52			52	26
TENGLIN, Mr Gunnar Isidor	1887	1974	25	Male	3rd Class Passenger	3rd	350033	£7             15s             11d		Southampton		SAVED	13		Swedish	7	15	11	7.8	7.8
THAYER, Mr John Borland	1862	1912	49	Male	1st Class Passenger	1st	17421	£110             17s             8d	C68	Cherbourg	Businessman	LOST				110	17	8	110.88	27.72
THAYER, Mr John Borland	1894	1945	17	Male	1st Class Passenger	1st	17421	£110             17s             8d	C70	Cherbourg	Scholar	SAVED	B		American	110	17	8	110.88	27.72
THAYER, Mrs Marian Longstreth	1872	1944	39	Female	1st Class Passenger	1st	17421	£110             17s             8d	C68	Cherbourg		SAVED	4			110	17	8	110.88	27.72
THEOBALD, Mr Thomas Leonard	1878	1912	34	Male	3rd Class Passenger	3rd	363294	£8             1s		Southampton	Groom	LOST		176	English	8	1		8.05	8.05
THOMPSON, Mr Alexander Mellis	1875	1912	36	Male	3rd Class Passenger	3rd	32302	£8             1s		Southampton	Mason	LOST			Scottish	8	1		8.05	8.05
THORNE, Miss Gertrude Maybelle	1875	1947	37	Female	1st Class Passenger	1st	17585	£80                         4d		Cherbourg		SAVED	D		American	80	0	4	80.07	40.035
THORNEYCROFT, Mr Percival	1875	1912	36	Male	3rd Class Passenger	3rd	376564	£16             2s		Southampton	General Labourer	LOST			English	16	2		16.1	8.05
THORNEYCROFT, Mrs Florence Kate	1879	1950	32	Female	3rd Class Passenger	3rd	376564	£16             2s		Southampton		SAVED	10		English	16	2		16.1	8.05
TIKKANEN, Mr Juho	1879	1912	32	Male	3rd Class Passenger	3rd	3101293	£7             18s             6d		Southampton	General Labourer	LOST			Finnish	7	18	6	7.93	7.93
TOBIN, Mr Roger	1891	1912	20	Male	3rd Class Passenger	3rd	383121	£7             15s	[F] 38	Queenstown	Farmer	LOST			Irish	7	15		7.75	7.75
TODOROFF, Mr Lalio	1889	1912	23	Male	3rd Class Passenger	3rd	349216	£7             17s             11d		Southampton	General Labourer	LOST				7	17	11	7.9	7.9
TOMLIN, Mr Ernest Portage	1890	1912	21	Male	3rd Class Passenger	3rd	364499	£8             1s		Southampton	Scholar	LOST		50	Canadian	8	1		8.05	8.05
TOOMEY, Miss Ellen Mary	1862	1933	50	Female	2nd Class Passenger	2nd	13531	£10             10s		Southampton	Servant	SAVED	9		Irish	10	10		10.5	10.5
TöRBER, Mr Ernst Wilhelm	1871	1912	41	Male	3rd Class Passenger	3rd	364511	£8             1s		Southampton	Florist	LOST				8	1		8.05	8.05
TORFA, Mr Assad	1892	1912	20	Male	3rd Class Passenger	3rd	2673	£7             4s             7d		Cherbourg	Farm Labourer	LOST			Syrian	7	4	7	7.23	7.23
TöRNQVIST, Mr Johan Vilhelm Henrik	1886	1946	26	Male	3rd Class Passenger	3rd	370160	£7             5s		Southampton	Seaman	SAVED				7	5		7.25	1.2083333333
TOTEVSKI, Mr Hristo Danchev	1887	1912	25	Male	3rd Class Passenger	3rd	349203	£7             17s             11d		Southampton	General Labourer	LOST				7	17	11	7.9	7.9
TROUPIANSKY, Mr Moses Aaron	1889	1912	23	Male	2nd Class Passenger	2nd	233639	£13.00		Southampton	Shop Assistant	LOST				13			13	13
TROUT, Mrs Jessie Laird	1884	1930	27	Female	2nd Class Passenger	2nd	240929	£12             13s		Southampton		SAVED	9		Scottish	12	13		12.65	12.65
TROUTT, Miss Edwina Celia	1884	1984	27	Female	2nd Class Passenger	2nd	34218	£10             10s	E101	Southampton		SAVED	16		English	10	10		10.5	10.5
TU'MAH AL-SAYQALī, Mr Assāf Jirjis	1883	1912	29	Male	3rd Class Passenger	3rd	2692	£7             4s             6d		Cherbourg	Farm Labourer	LOST			Syrian	7	4	6	7.23	7.23
TU'MAH, Master Jirjis Yūsuf	1904	1991	8	Male	3rd Class Passenger	3rd	2650	£15             4s             11d		Cherbourg		SAVED	C		Syrian	15	4	11	15.25	5.0833333333
TU'MAH, Miss Mariyam	1902	1953	9	Female	3rd Class Passenger	3rd	2650	£15             4s             11d		Cherbourg		SAVED	C		Syrian	15	4	11	15.25	5.0833333333
TU'MAH, Mrs Hinnah	1885	1976	27	Female	3rd Class Passenger	3rd	2650	£15             4s             11d		Cherbourg		SAVED	C		Syrian	15	4	11	15.25	5.0833333333
TUCKER, Mr Gilbert Milligan jr	1880	1968	31	Male	1st Class Passenger	1st	2543	£28             10s             9d	C53	Cherbourg		SAVED	7			28	10	9	28.54	28.54
TURčIN, Mr Stjepan	1876	1912	36	Male	3rd Class Passenger	3rd	349247	£7             17s             11d		Southampton	General Labourer	LOST				7	17	11	7.9	7.9
TURJA, Miss Anna Sofia	1893	1982	18	Female	3rd Class Passenger	3rd	4138	£9             16s             10d		Southampton		SAVED	15			9	16	10	9.84	9.84
TURKULA, Mrs Hedwig	1847	1922	64	Female	3rd Class Passenger	3rd	4134	£9             11s             9d		Southampton		SAVED	15		Finnish	9	11	9	9.59	9.59
TURPIN, Mr William John	1882	1912	29	Male	2nd Class Passenger	2nd	11668	£21.00		Southampton	Carpenter / Joiner	LOST			English	21			21	10.5
TURPIN, Mrs Dorothy Ann	1885	1912	26	Female	2nd Class Passenger	2nd	11668	£21.00		Southampton	Housewife	LOST			English	21			21	10.5
URUCHURTU, Don. Manuel Ramirez	1872	1912	39	Male	1st Class Passenger	1st	17601	£27             14s             5d		Cherbourg	Lawyer	LOST				27	14	5	27.72	27.72
VAN BILLIARD, Master James William	1901	1912	10	Male	3rd Class Passenger	3rd	851	£14             10s		Southampton		LOST				14	10		14.5	4.8333333333
VAN BILLIARD, Master Walter John	1903	1912	9	Male	3rd Class Passenger	3rd	851	£14             10s		Southampton		LOST		1		14	10		14.5	4.8333333333
VAN BILLIARD, Mr Austin Blyler	1877	1912	35	Male	3rd Class Passenger	3rd	851	£14             10s		Southampton		LOST		255	American	14	10		14.5	4.8333333333
VAN DE VELDE, Mr Johannes Josef	1876	1912	35	Male	3rd Class Passenger	3rd	345780	£9             10s		Southampton	Farmer	LOST				9	10		9.5	9.5
VAN DEN STEEN, Mr Leo Peter	1883	1912	28	Male	3rd Class Passenger	3rd	345783	£9             10s		Southampton	Farmer	LOST				9	10		9.5	9.5
VAN DER HOEF, Mr Wyckoff	1850	1912	61	Male	1st Class Passenger	1st	111240	£33             10s	B19	Belfast	Businessman	LOST		245	American	33	10		33.5	33.5
VAN IMPE, Miss Catharina	1901	1912	10	Female	3rd Class Passenger	3rd	345773	£24             3s		Southampton		LOST				24	3		24.15	8.05
VAN IMPE, Mr Jean Baptiste	1875	1912	36	Male	3rd Class Passenger	3rd	345773	£24             3s		Southampton	Farmer	LOST				24	3		24.15	8.05
VAN IMPE, Mrs Rosalie Paula	1881	1912	30	Female	3rd Class Passenger	3rd	345773	£24             3s		Southampton		LOST				24	3		24.15	8.05
VAN MELCKEBEKE, Mr Philemon	1889	1912	23	Male	3rd Class Passenger	3rd	345777	£9             10s		Southampton	Farmer	LOST			Belgian	9	10		9.5	9.5
VANDERCRUYSSEN, Mr Victor	1865	1912	46	Male	3rd Class Passenger	3rd	345765	£9.00		Southampton	Farmer	LOST				9			9	9
VANDERPLANCKE, Miss Augusta Maria	1893	1912	18	Female	3rd Class Passenger	3rd	345763	£18.00		Southampton	Servant	LOST				18			18	4.5
VANDERPLANCKE, Mr Julius	1881	1912	31	Male	3rd Class Passenger	3rd	345763	£18.00		Southampton	Farmer	LOST				18			18	4.5
VANDERPLANCKE, Mr Leo Edmondus	1896	1912	15	Male	3rd Class Passenger	3rd	345763	£18.00		Southampton	Farm Labourer	LOST				18			18	4.5
VANDERPLANCKE, Mrs Emelie Maria	1880	1912	31	Female	3rd Class Passenger	3rd	345763	£18.00		Southampton		LOST				18			18	4.5
VANDEWALLE, Mr Nestor Cyriel	1883	1912	28	Male	3rd Class Passenger	3rd	345770	£9             10s		Southampton	Merchant	LOST				9	10		9.5	9.5
VARTANIAN, Mr David	1890	1966	22	Male	3rd Class Passenger	3rd	2658	£7             4s             6d		Cherbourg		SAVED				7	4	6	7.23	7.23
VEAL, Mr James	1871	1912	40	Male	2nd Class Passenger	2nd	28221	£13.00		Southampton		LOST				13			13	13
VESTRöM, Miss Hulda Amanda Adolfina	1897	1912	14	Female	3rd Class Passenger	3rd	350406	£7             17s             1d		Southampton	Servant	LOST			Swedish	7	17	1	7.85	7.85
VOVK, Mr Janko	1891	1912	21	Male	3rd Class Passenger	3rd	349252	£7             17s             11d		Southampton	General Labourer	LOST				7	17	11	7.9	7.9
VULCHEV, Mr Minko Anghelov	1886	1912	26	Male	3rd Class Passenger	3rd	349202	£7             17s             11d		Southampton	General Labourer	LOST				7	17	11	7.9	7.9
WAELENS, Mr Achille	1889	1912	22	Male	3rd Class Passenger	3rd	345767	£9.00		Southampton	Farm Labourer	LOST		140	Belgian	9			9	9
WALKER, Mr William Anderson	1863	1912	48	Male	1st Class Passenger	1st	36967	£34                         5d	D46	Southampton		LOST				34	0	5	34.07	34.07
WALLCROFT, Miss Ellen 'Nellie'	1875	1949	36	Female	2nd Class Passenger	2nd	13528	£21.00		Southampton	Cook	SAVED	14			21			21	10.5
WARD, Miss Annie Moore	1874	1955	37	Female	1st Class Passenger Servant	1st	17755	£512             6s             7d		Cherbourg	Personal Maid	SAVED	3		Scottish,American	512	6	7	512.33	128.0825
WARE, Mr Frederick	1877	1912	35	Male	3rd Class Passenger	3rd	359309	£8             1s		Southampton	Motor Fitter	LOST			English	8	1		8.05	8.05
WARE, Mr John James	1865	1912	46	Male	2nd Class Passenger	2nd	31352	£21.00		Southampton	Carpenter / Joiner	LOST			English	21			21	10.5
WARE, Mr William Jeffery	1889	1912	22	Male	2nd Class Passenger	2nd	28666	£10             10s		Southampton		LOST			English	10	10		10.5	10.5
WARE, Mrs Florence Louise	1879	1973	32	Female	2nd Class Passenger	2nd	31352	£21.00		Southampton		SAVED	10		English	21			21	10.5
WARREN, Mr Charles William	1881	1912	31	Male	3rd Class Passenger	3rd	49867	£7             11s		Southampton	Bricklayer	LOST			English	7	11		7.55	7.55
WARREN, Mr Frank Manley	1848	1912	63	Male	1st Class Passenger	1st	110813	£75             5s	D37	Cherbourg		LOST			American	75	5		75.25	37.625
WARREN, Mrs Anna Sophia	1851	1925	60	Female	1st Class Passenger	1st	110813	£75             5s	D37	Cherbourg		SAVED	5		American	75	5		75.25	37.625
WATSON, Mr Ennis Hastings	1893	1912	18	Male	2nd Class Passenger H&W Guarantee Group	2nd	239856			Belfast	Apprentice Electrician	LOST			Irish					
WATT, Miss Robertha Josephine	1899	1993	12	Female	2nd Class Passenger	2nd	33595	£15             15s		Southampton		SAVED	9		Scottish	15	15		15.75	7.875
WATT, Mrs Elizabeth	1871	1951	40	Female	2nd Class Passenger	2nd	33595	£15             15s		Southampton		SAVED	9		Scottish	15	15		15.75	7.875
WAZNAH, Mr Yūsuf Ahmad	1889	1912	23	Male	3rd Class Passenger	3rd	2647	£7             4s             6d		Cherbourg	Farmer	LOST			Syrian	7	4	6	7.23	7.23
WEBBER, Miss Susan	1873	1952	38	Female	2nd Class Passenger	2nd	27267	£13.00	E101	Southampton		SAVED	12		English	13			13	13
WEBBER, Mr James	1846	1912	66	Male	3rd Class Passenger	3rd	3101316	£8             1s		Southampton	Miner	LOST			English	8	1		8.05	8.05
WEIR, Colonel John	1850	1912	61	Male	1st Class Passenger	1st	113800	£26             11s		Southampton	Mining Engineer	LOST			Scottish	26	11		26.55	26.55
WEISZ, Mr Léopold	1875	1912	37	Male	2nd Class Passenger	2nd	228414	£26.00		Southampton	Stonemason and Carver	LOST		293	Hungarian	26			26	13
